Binomial,Normal,Uniform
1,3.52737635,0.263665725
1,4.431889071,0.066751018
3,3.17520113,0.167412427
1,4.485048804,
2,4.370284797,
0,3.523544578,
0,4.204635918,
2,2.517415668,
0,3.123830168,
0,2.637669033,
0,3.186387301,
0,6.057419626,
0,4.990189819,
1,4.092184398,
0,3.508598837,
1,2.226087113,
0,4.912254753,
1,5.583435146,
0,3.67750696,
1,3.038624091,
0,2.149345917,
0,3.177877676,
0,5.063931088,
1,3.692220841,
0,2.743774944,
0,3.368363921,
0,4.253661852,
2,4.286260386,
2,5.068684193,
1,4.622618361,
1,4.287348496,
2,3.48771324,
0,5.309951584,
1,4.639711846,
2,2.637307008,
2,4.27627317,
1,3.374698344,
4,3.591116166,
0,6.056736252,
0,4.409208602,
1,3.564644602,
1,2.417037076,
1,3.116069,
0,4.358612537,
1,4.405777499,
0,3.332629191,
0,3.781989859,
0,3.714501659,
4,3.702511101,
1,4.094033167,
2,3.448505713,
1,3.443372278,
2,5.451409861,
0,4.259677978,
1,3.647506667,
0,4.758217119,
1,3.375636965,
1,4.46712144,
1,3.143052076,
2,3.437300221,
1,3.069542666,
0,3.151104085,
1,3.037812585,
1,4.97739284,
3,3.443714981,
0,3.320909135,
1,4.583273549,
0,6.088757174,
1,4.757521542,
2,3.373719045,
1,4.787236079,
1,3.816563261,
2,2.312216558,
0,3.176490591,
2,4.312395348,
0,3.638703151,
0,3.452246979,
0,3.759631755,
0,3.034068269,
1,1.706869828,
2,3.486264123,
0,3.588177254,
2,2.505826795,
2,5.271454887,
2,2.735403621,
2,3.483622153,
0,3.068163716,
1,3.759194477,
1,3.417965434,
1,3.099051784,
0,3.210439601,
1,4.995679178,
3,4.061987839,
2,4.315256974,
1,4.820048167,
0,3.644668431,
2,2.292504492,
2,5.472370711,
2,2.909531617,
2,3.614738307,
3,3.871064317,
0,3.748734391,
1,3.749289632,
2,4.674959469,
2,4.526059338,
0,3.937669826,
2,5.039933702,
1,2.207945179,
0,3.615204058,
0,3.66800685,
0,3.550316134,
0,4.394747935,
0,6.05894908,
1,3.427160466,
2,3.46906386,
0,3.537683897,
1,3.855117922,
0,4.724365733,
1,3.348645753,
0,4.137195514,
0,4.204709137,
0,3.621061544,
2,3.838705777,
2,3.445088846,
0,3.750104189,
3,3.432764737,
1,3.180153553,
2,4.889721738,
0,4.451896045,
2,5.353776966,
0,4.512837285,
1,4.24520409,
0,4.659571367,
0,3.777992328,
1,3.049547895,
2,2.697643177,
1,2.962672028,
0,4.56964676,
0,4.538138368,
2,5.163280552,
2,4.607612622,
0,3.518609443,
0,3.246191618,
3,3.34876575,
1,1.912223511,
1,5.476084519,
1,4.849573555,
2,4.063969825,
2,3.359253293,
1,2.997096959,
0,4.647435389,
0,4.848003424,
1,3.850409562,
1,3.413276395,
1,4.852447384,
0,2.230032781,
0,4.267784901,
2,4.153666641,
0,4.814351356,
1,5.956703415,
0,3.855017247,
1,3.645178927,
0,3.01730325,
1,3.536626296,
1,3.393930421,
0,5.262408326,
0,5.537958279,
0,6.107273336,
1,3.206622066,
0,5.004833533,
0,3.58240824,
0,4.33337857,
0,2.908327578,
1,4.246391858,
0,4.389061292,
1,2.779106972,
1,3.898488739,
1,3.540433661,
2,3.651062853,
2,4.185654004,
0,3.454740478,
1,4.891692538,
2,4.189414591,
0,2.963910642,
2,4.570838595,
0,4.725596212,
0,5.162538197,
0,3.943213082,
0,3.100546663,
0,3.782042739,
1,4.230791218,
1,2.921502853,
2,4.311711975,
1,4.232461008,
1,2.526344265,
0,3.630387759,
1,5.0827747,
0,3.318815287,
2,4.0264148,
2,5.548477346,
1,3.157449695,
1,2.833095498,
1,4.600492116,
,4.402779605,
,4.660110337,
,2.944316539,
,4.882570724,
,4.954705252,
,6.15288037,
,2.854715314,
,4.232680664,
,5.565407107,
,4.137309409,
,2.815789475,
,4.741936156,
,2.563156935,
,3.613841379,
,4.650752597,
,3.789055451,
,5.120004309,
,3.112483323,
,3.708496719,
,5.201047097,
,4.148833199,
,3.37705049,
,4.726267382,
,5.109497445,
,4.771321209,
,4.359901997,
,4.550056724,
,3.691965593,
,1.991934127,
,4.501216888,
,2.662689446,
,2.8660947,
,4.605912324,
,4.394821153,
,3.407055867,
,5.360879167,
,4.09131391,
,4.06943071,
,5.259353485,
,3.899780233,
,5.767181215,
,4.998199117,
,2.236833972,
,3.937673894,
,5.138300816,
,3.083088102,
,3.975688568,
,3.635566956,
,3.486227513,
,3.19842362,
,3.366071773,
,3.813178936,
,3.592890699,
,3.208363041,
,3.592415795,
,3.400761104,
,4.918136645,
,2.979668905,
,3.47873583,
,3.643016945,
,3.109355263,
,3.840877927,
,4.534922853,
,4.312648562,
,3.672079633,
,3.68772095,
,2.887710449,
,4.302699989,
,3.6755626,
,6.926540321,
,2.88481018,
,3.439617792,
,4.880970085,
,4.880764666,
,3.56778995,
,4.362615152,
,3.661212777,
,5.222967923,
,3.682654632,
,4.663844484,
,5.140847196,
,4.383353295,
,2.517972942,
,4.965942269,
,4.131976657,
,3.480817475,
,3.636211686,
,5.718149179,
,4.860875655,
,4.692173969,
,5.969606154,
,4.744478468,
,3.903887591,
,5.446959799,
,5.602878744,
,4.524926484,
,3.938733529,
,4.052935177,
,3.630317591,
,4.186745164,
,5.047945034,
,3.595430977,
,4.028756778,
,3.080027159,
,2.312330453,
,3.456907544,
,2.591492522,
,3.770039978,
,5.117962325,
,3.803908651,
,3.064586176,
,4.322794419,
,5.836901564,
,4.373210489,
,4.435148314,
,3.803506966,
,3.76260931,
,5.395877644,
,3.830409706,
,3.167913849,
,4.182534079,
,2.97866215,
,4.742627665,
,2.704578603,
,4.77823833,
,3.281545001,
,4.985662471,
,4.211237792,
,4.363074802,
,3.09483358,
,3.539590631,
,2.191340834,
,3.570966822,
,3.866901027,
,3.281223653,
,4.706412947,
,3.665008956,
,4.653131183,
,1.68044606,
,3.534331097,
,3.13520752,
,3.239871432,
,4.608283792,
,4.027139868,
,2.896374647,
,4.781817904,
,3.446079331,
,2.984031512,
,2.795975717,
,4.774036397,
,3.655141737,
,4.153881212,
,4.538929536,
,4.349984948,
,4.700775117,
,3.39619918,
,3.183895835,
,3.540568912,
,5.128898332,
,3.545573198,
,4.678842087,
,4.782568395,
,3.69983964,
,3.384914368,
,3.169848039,
,3.85602807,
,4.633562503,
,3.283152759,
,3.377780642,
,3.802639529,
,4.32858072,
,2.450998289,
,3.739180385,
,4.015687263,
,3.114732761,
,4.840840207,
,4.407245938,
,4.891271531,
,4.085027283,
,3.741479651,
,3.624569934,
,5.085186846,
,5.027319769,
,5.397301338,
,2.793457811,
,5.391683847,
,4.092938956,
,4.105489839,
,4.297660111,
,2.486187948,
,3.820178428,
,4.484625763,
,3.018088316,
,3.599729517,
,2.537746024,
,5.081117113,
,2.382172834,
,3.560126406,
,5.168737369,
,2.663580272,
,3.99903614,
,3.876625877,
,4.444506054,
,3.81778357,
,3.545286425,
,4.304868072,
,2.873776549,
,3.420753841,
,3.931483874,
,4.677141789,
,4.035130861,
,5.274912431,
,2.539194124,
,4.594353959,
,3.244537082,
,4.988428505,
,4.419804956,
,4.161776615,
,3.47225802,
,4.022156937,
,3.716734825,
,4.992972124,
,4.297763837,
,3.875304892,
,5.365203131,
,5.011614386,
,4.888540071,
,4.625378294,
,4.291988723,
,2.884476629,
,4.073285871,
,4.22743435,
,3.137031883,
,4.077175608,
,3.854407092,
,4.435884568,
,3.176675671,
,3.262880368,
,4.97116316,
,3.607307639,
,2.086565061,
,3.776670326,
,3.851411232,
,4.269542146,
,4.650573618,
,4.925942558,
,4.685740904,
,3.168190452,
,3.80161752,
,3.308896205,
,3.854705051,
,1.889997607,
,4.310684881,
,3.946952314,
,4.046587533,
,4.635864821,
,4.337824564,
,4.579055346,
,4.486968757,
,4.29258159,
,3.979457291,
,4.896518862,
,4.029917089,
,3.267694489,
,4.623471561,
,3.79236554,
,3.22242304,
,4.730033054,
,2.577389812,
,4.52808912,
,4.292982258,
,2.974065651,
,3.971070714,
,3.039708133,
,5.031800339,
,3.371991291,
,4.237188691,
,4.279603598,
,4.811327022,
,4.630168009,
,3.272923515,
,2.888629749,
,4.361228067,
,5.42025536,
,2.753140819,
,3.254598534,
,4.34060687,
,4.627479261,
,3.92907783,
,3.361981702,
,4.871624548,
,3.357368932,
,3.82690335,
,5.395873576,
,3.824213584,
,3.353812747,
,4.851249447,
,5.176376507,
,5.669117143,
,4.131115322,
,4.218569819,
,3.439301529,
,4.328045818,
,5.179655071,
,3.862815025,
,3.695858381,
,3.812444716,
,3.064187541,
,4.116371949,
,3.782496287,
,4.128254713,
,3.659552139,
,5.973234541,
,1.947335883,
,3.598280399,
,3.003513753,
,2.124622446,
,5.133083993,
,4.871266591,
,3.596762131,
,5.533251952,
,4.746982136,
,4.619264544,
,4.359272521,
,3.438731034,
,3.998730046,
,2.944519924,
,3.555782104,
,3.996213157,
,2.949547599,
,3.376184071,
,4.385549852,
,4.043008976,
,3.242576451,
,3.989123159,
,2.962173735,
,4.066486714,
,3.087597145,
,2.600238073,
,4.917550896,
,4.501215871,
,2.627646225,
,2.439974827,
,3.708580107,
,3.395517841,
,4.45031066,
,2.521743699,
,4.117752933,
,3.613875955,
,5.250990297,
,2.837816062,
,3.825612873,
,3.567388264,
,2.594120255,
,2.99821761,
,4.190569817,
,6.306232597,
,3.883198261,
,3.809599361,
,4.780697253,
,3.004481865,
,3.898417554,
,2.009978437,
,3.525946554,
,2.64693525,
,3.775788653,
,4.318523336,
,5.184910538,
,3.196493497,
,3.356345906,
,4.772830325,
,5.48619275,
,4.78821436,
,3.09693658,
,3.327243558,
,4.400979649,
,5.086226142,
,5.016591215,
,3.752720735,
,3.941829048,
,2.838271644,
,3.694809931,
,2.026379396,
,3.974683847,
,5.619963077,
,4.486874183,
,3.503417607,
,4.764343072,
,4.746325203,
,4.929719416,
,4.56870102,
,3.972709996,
,3.547383324,
,1.519983496,
,1.296195005,
,4.349167341,
,4.113110672,
,3.765570594,
,4.357597646,
,4.457203375,
,4.189174597,
,2.903442273,
,4.230294959,
,2.601055681,
,2.352527448,
,3.948284485,
,3.675789374,
,5.40579876,
,4.860826843,
,4.338009645,
,3.923664741,
,4.049552885,
,4.337907952,
,2.770709209,
,4.337824564,
,4.575986267,
,3.520461263,
,3.919792292,
,4.140383572,
,3.280599261,
,4.447163278,
,3.586837964,
,4.211411686,
,3.72633561,
,4.473634842,
,2.654759468,
,4.191928428,
,4.442826095,
,3.110760653,
,3.869640622,
,3.171161906,
,3.821726187,
,3.826071506,
,3.545338289,
,4.920424725,
,4.224958139,
,5.032164398,
,2.03466123,
,3.345929547,
,2.040469903,
,5.195840443,
,3.02309972,
,3.547572472,
,4.568198659,
,4.703374376,
,3.097768425,
,4.141688286,
,4.699278204,
,4.445706025,
,5.174525704,
,4.93488946,
,5.505693295,
,4.055265968,
,3.909681011,
,3.504658255,
,4.296405226,
,5.925691283,
,3.737489239,
,3.489676922,
,3.983033815,
,3.953906044,
,1.542599899,
,4.31534443,
,3.157413085,
,6.252604062,
,4.851965362,
,4.610749834,
,4.372309494,
,3.197274495,
,4.368189932,
,3.0330066,
,3.233071257,
,4.912199839,
,4.81103008,
,5.706247094,
,4.087936704,
,5.81055915,
,3.169370085,
,2.040160758,
,4.6153443,
,4.744031021,
,3.13164625,
,4.682439967,
,5.883045534,
,4.567289528,
,4.401276591,
,2.360939448,
,3.296318882,
,4.245139007,
,3.986058148,
,4.497083089,
,3.221005447,
,3.487929845,
,4.611015252,
,4.081568722,
,3.858362929,
,5.572183892,
,3.233649887,
,4.46000907,
,5.862137564,
,5.348131001,
,4.278776838,
,3.861112693,
,5.596158906,
,3.945761495,
,3.549601236,
,4.840390726,
,3.972662201,
,2.899285085,
,3.514538694,
,3.357176733,
,4.602048011,
,4.959071927,
,5.806523993,
,3.233379385,
,4.871093713,
,5.140047893,
,3.399856041,
,4.059148586,
,3.578645619,
,3.821210606,
,3.214670007,
,3.273753325,
,4.970754356,
,3.79440244,
,2.044342352,
,4.455570194,
,4.087080453,
,3.427068943,
,5.519405507,
,3.457934638,
,5.527178878,
,3.630535213,
,3.953874519,
,4.939282574,
,3.368994414,
,5.0501782,
,4.951701257,
,2.709508653,
,3.21586591,
,1.805226774,
,3.67741747,
,4.641901285,
,2.840748872,
,3.936428161,
,3.838174942,
,5.806312473,
,2.833435151,
,3.861144217,
,2.802288785,
,2.922344867,
,4.155795064,
,5.017231877,
,4.604887264,
,3.45095345,
,4.012237855,
,2.914581665,
,4.775392975,
,3.203946537,
,3.941348042,
,1.19128093,
,4.471139309,
,5.302092791,
,2.827122083,
,4.191359968,
,3.523905586,
,2.353601321,
,3.901471379,
,3.663337132,
,4.684400597,
,2.464665756,
,4.30200543,
,4.133506111,
,4.850584378,
,3.137054255,
,4.240380817,
,4.89481653,
,3.571041057,
,4.587894454,
,4.068272433,
,5.140710928,
,3.827324357,
,4.615768357,
,3.207431538,
,3.767016661,
,5.065145296,
,4.670708725,
,3.857342953,
,3.97079411,
,5.399884327,
,2.686033966,
,4.876753916,
,3.307147095,
,3.901355449,
,4.954593391,
,4.497563078,
,5.335277074,
,3.272311326,
,2.707100576,
,2.814036297,
,3.520855829,
,2.42056377,
,4.80973045,
,3.802061916,
,3.066831545,
,4.643542601,
,3.661103966,
,3.862752992,
,2.906379151,
,3.293641319,
,4.106535237,
,3.028220953,
,4.353362155,
,2.738037456,
,6.015945374,
,3.489734886,
,4.527922344,
,2.572036721,
,3.709705843,
,2.43768878,
,5.315849747,
,4.413817304,
,4.981554095,
,4.023259283,
,3.210659256,
,4.108347397,
,5.389609321,
,2.987462615,
,4.253897779,
,4.215942085,
,3.531303712,
,3.234062759,
,2.428084945,
,4.442600338,
,3.550149359,
,2.273662913,
,2.280521052,
,3.699435921,
,4.070555429,
,4.69530813,
,4.140432385,
,3.805267262,
,2.43240484,
,3.437604281,
,3.484761108,
,4.057512354,
,3.306583718,
,4.065522669,
,5.968678719,
,3.949166158,
,3.325612411,
,2.352421688,
,3.732333431,
,3.468624549,
,4.288723378,
,5.009586638,
,4.004747188,
,3.76161069,
,4.303144385,
,3.108570198,
,3.243196775,
,4.021331194,
,4.694645095,
,4.072284201,
,3.440111001,
,4.420271725,
,3.633795473,
,5.8299458,
,3.857400918,
,4.600779906,
,4.292955818,
,2.300664295,
,4.164849761,
,3.561149432,
,2.023141509,
,2.640650656,
,4.551297372,
,4.381920448,
,3.966142697,
,4.137258563,
,5.023829684,
,4.301887467,
,2.851646236,
,3.115324611,
,4.038953481,
,4.101941789,
,3.666536377,
,3.109788473,
,4.386698977,
,5.89701401,
,3.730808045,
,4.655359265,
,2.705483666,
,3.615761333,
,4.335399199,
,3.001467701,
,4.796933471,
,3.610001472,
,2.455082258,
,5.237160123,
,3.377107438,
,2.061247706,
,4.590792689,
,3.437858513,
,3.356323534,
,4.515028757,
,3.78409591,
,3.915451041,
,4.112463908,
,4.273095281,
,3.477648738,
,3.165363402,
,5.079463594,
,4.811839552,
,3.097471483,
,4.542136916,
,4.955596078,
,2.30892579,
,3.806489606,
,3.579318823,
,3.083018951,
,3.528848857,
,3.984077179,
,2.627369621,
,4.238596114,
,3.885034827,
,3.87572895,
,4.67827261,
,2.544827887,
,2.658027863,
,4.530332455,
,4.042930673,
,4.992638573,
,5.241894924,
,3.828595512,
,3.472434965,
,3.232411273,
,4.512813896,
,4.051281657,
,3.131398121,
,2.669504874,
,5.972567439,
,4.673550012,
,3.588871813,
,4.968401193,
,2.976723892,
,2.422695244,
,2.522203349,
,3.037375308,
,4.460875489,
,3.124720994,
,4.281880492,
,2.782031647,
,2.313615846,
,3.662110721,
,4.346108432,
,3.979856942,
,4.175621026,
,5.370263347,
,2.538425329,
,4.619797412,
,3.765241111,
,3.366378884,
,4.018626175,
,1.69870189,
,4.471399642,
,5.037017162,
,2.333002496,
,2.441252084,
,4.621452966,
,4.828344238,
,4.168580857,
,3.012981321,
,3.185236142,
,3.826880977,
,4.859691955,
,4.550528578,
,2.22036793,
,4.933923382,
,4.365122888,
,3.121605137,
,4.240425562,
,2.444701492,
,3.983128389,
,5.185890853,
,4.775785508,
,3.507851398,
,2.82983117,
,2.869352927,
,4.559310738,
,3.560231149,
,3.562398215,
,2.20110331,
,4.609794942,
,4.016639104,
,3.56220805,
,3.37508986,
,4.556717581,
,3.732941552,
,5.048105708,
,4.34459118,
,4.007966772,
,3.892071945,
,3.344344162,
,3.794695314,
,3.43603415,
,3.761350357,
,4.023491142,
,3.238494516,
,3.533905006,
,3.939908077,
,4.395840112,
,3.139799952,
,4.402059622,
,2.302087989,
,4.606378076,
,3.290709526,
,4.34357629,
,3.988071659,
,4.02182542,
,5.456433469,
,4.930294995,
,2.883943761,
,3.68556507,
,2.360190992,
,4.043918106,
,3.09618609,
,2.941424406,
,2.195018034,
,4.536872297,
,3.908670188,
,5.039258464,
,4.254082859,
,3.665159461,
,3.754943733,
,2.293065834,
,3.734285927,
,4.24102148,
,3.960633,
,3.855976207,
,4.061708185,
,3.824632557,
,2.677471461,
,4.861140056,
,3.885063301,
,4.162385752,
,5.009979171,
,3.640058712,
,5.126030604,
,2.978436393,
,3.367641904,
,2.495539586,
,4.007017981,
,3.562622956,
,5.23387749,
,3.338000586,
,3.144117813,
,3.799003007,
,5.217667712,
,2.702459332,
,3.311084627,
,5.500405288,
,4.039680582,
,4.513154565,
,4.573006678,
,3.174365218,
,3.135602087,
,3.637507248,
,3.568399087,
,2.930516873,
,3.930334749,
,4.583123044,
,3.900091412,
,3.569767868,
,4.263424328,
,4.521794357,
,3.778425538,
,2.228698576,
,4.416270127,
,3.170275147,
,4.55478339,
,4.506286257,
,3.33220615,
,5.490618405,
,2.994755999,
,5.028698719,
,4.761959401,
,1.489231697,
,4.321730716,
,4.510868519,
,4.206740952,
,4.942310976,
,3.554124517,
,5.073056969,
,3.622083553,
,4.308036809,
,4.92423209,
,4.465550292,
,3.736447908,
,4.917335308,
,3.237482676,
,2.556884544,
,5.516545915,
,4.326778729,
,4.952612422,
,3.133612982,
,4.048070209,
,3.266636887,
,3.406587065,
,3.254604635,
,4.3826506,
,3.557503757,
,3.740084431,
,3.706981502,
,3.93673934,
,4.748843108,
,3.133086216,
,1.747384104,
,4.382246881,
,4.609314954,
,5.402418503,
,6.04069325,
,3.623140138,
,1.941104169,
,2.631852225,
,3.656001038,
,3.121629543,
,4.414439662,
,3.327758122,
,3.898513145,
,3.790921507,
,5.63572134,
,3.477154512,
,3.474455594,
,5.423367149,
,4.00414822,
,4.706016346,
,3.135663102,
,4.050415237,
,3.751000099,
,2.916721274,
,4.425174318,
,5.088257958,
,4.63636108,
,3.392137583,
,3.72132624,
,3.720369314,
,3.547856194,
,5.032375918,
,3.837088866,
,3.332954607,
,4.088015007,
,3.516364073,
,3.737348903,
,4.436220153,
,3.843198549,
,4.887716363,
,4.490283931,
,4.317713864,
,4.356076327,
,4.549660124,
,2.108254028,
,4.999323835,
,3.85735719,
,4.113597779,
,3.974573002,
,3.904393003,
,3.069652494,
,3.914101582,
,4.333331792,
,5.332653409,
,4.799817469,
,3.482004226,
,5.286204361,
,2.65114125,
,5.520398025,
,3.198456161,
,3.625633637,
,3.42001352,
,4.561504245,
,4.967799173,
,4.631937458,
,5.582617539,
,4.479978418,
,3.320430163,
,2.842672893,
,3.887613747,
,4.550404513,
,4.155684219,
,3.75241159,
,3.108519351,
,2.611664238,
,3.703983608,
,4.692973271,
,3.800562969,
,4.342402759,
,4.99098302,
,3.484891275,
,2.489088216,
,4.927380489,
,3.229460158,
,3.410455446,
,3.821769915,
,4.266374426,
,4.772667617,
,3.934408549,
,4.180863272,
,2.735574464,
,4.184549624,
,4.253226608,
,4.898953379,
,4.012656828,
,5.480953554,
,4.353110975,
,2.809362512,
,2.471824905,
,4.674034068,
,4.895827353,
,4.81596013,
,3.572090524,
,6.150260772,
,4.104720027,
,3.572588817,
,1.434757081,
,3.87769975,
,3.729920269,
,1.692974571,
,4.257432608,
,3.029634478,
,3.646319916,
,5.026433011,
,2.795804873,
,3.915086982,
,5.933712784,
,3.601933192,
,2.467090104,
,3.716040266,
,5.279419441,
,3.914533775,
,4.08337478,
,3.396904926,
,4.615449043,
,3.046826605,
,4.72271018,
,3.527086526,
,4.09234914,
,2.195904792,
,3.541603125,
,2.017772147,
,4.420205625,
,2.876794781,
,4.737004072,
,4.189546791,
,4.391064634,
,4.765315252,
,4.149801311,
,3.673821625,
,4.394957421,
,4.674942182,
,4.383281093,
,4.626196919,
,3.520716511,
,3.926297558,
,2.689300328,
,3.311560547,
,4.135838936,
,4.764993904,
,4.357435955,
,2.721191083,
,3.55788307,
,5.260183295,
,4.412401745,
,3.932507917,
,3.417521038,
,3.999249694,
,3.726771871,
,4.135338609,
,4.364815777,
,5.812259448,
,2.226469477,
,2.936388595,
,3.18000915,
,3.733814074,
,4.20206615,
,3.433145067,
,4.207098909,
,3.632243646,
,4.091252895,
,3.463284678,
,3.452650698,
,5.390972,
,4.512376618,
,6.153807805,
,3.480171728,
,5.024936098,
,5.679392149,
,3.750524178,
,2.714210913,
,3.376497283,
,4.74433203,
,2.547463755,
,3.987272356,
,2.442651372,
,3.453005604,
,3.443577696,
,4.488393469,
,4.757438154,
,2.089786678,
,2.754952979,
,4.001065921,
,3.574913506,
,3.658584027,
,5.405351313,
,3.565290349,
,4.248995185,
,3.780423795,
,4.273881364,
,3.958327632,
,3.635026969,
,2.647858618,
,4.900488935,
,3.486323104,
,4.097356476,
,4.214648557,
,5.248102231,
,4.6799424,
,3.314924534,
,2.980537359,
,3.815554472,
,4.296633017,
,5.111047238,
,4.399573242,
,3.96418105,
,6.418826487,
,2.25431694,
,3.470778395,
,4.990582352,
,3.776238133,
,4.170866903,
,4.801737423,
,4.126902203,
,4.129476039,
,4.182849326,
,3.873187655,
,4.381960108,
,4.319166032,
,3.910198625,
,4.124717849,
,3.27596717,
,3.331717009,
,3.340784926,
,5.335171314,
,2.748550422,
,4.983937767,
,4.73075202,
,3.143808668,
,3.986601186,
,2.845247747,
,4.767186393,
,5.242985067,
,2.797161451,
,2.906525588,
,4.091328147,
,4.221659235,
,3.041727745,
,3.310191767,
,5.069050286,
,3.940642297,
,5.157732211,
,3.276911893,
,3.707440135,
,3.804642871,
,3.581218439,
,4.872541814,
,4.130349577,
,3.581907913,
,4.263000271,
,1.590436031,
,5.143513572,
,3.728446746,
,4.470364413,
,2.778761217,
,4.777994268,
,4.042639832,
,4.194885645,
,3.002354459,
,2.678634823,
,4.516479909,
,4.139046316,
,3.989373323,
,3.282877173,
,3.567020138,
,4.131580056,
,4.193064333,
,3.915585275,
,3.074759489,
,3.937445086,
,5.114767148,
,4.096563275,
,3.190613639,
,2.296531513,
,3.246317717,
,4.317984366,
,4.577564534,
,4.353049959,
,4.902970231,
,3.673239944,
,3.35591473,
,3.45808921,
,4.046170594,
,5.596606353,
,4.899016429,
,4.37890425,
,4.761688899,
,3.264702696,
,5.016723415,
,4.398471913,
,3.445583072,
,3.406647063,
,3.813475878,
,4.246606429,
,4.114482503,
,3.513684477,
,5.131412169,
,4.87162048,
,3.327951338,
,3.043255166,
,3.467353393,
,4.696939277,
,4.107708768,
,3.190176362,
,4.355413292,
,3.005750987,
,4.436051343,
,4.77591364,
,4.355484477,
,3.778533332,
,3.924456925,
,2.027941393,
,3.221599331,
,3.160024548,
,4.787655051,
,4.196680517,
,4.377055481,
,4.290582316,
,3.760654781,
,4.05799641,
,3.576266016,
,4.810554159,
,4.357540698,
,3.939054877,
,5.479180038,
,5.231432803,
,3.933668228,
,3.622894042,
,6.291263467,
,3.859835435,
,3.694322824,
,5.496642667,
,5.424375938,
,4.260493551,
,4.471137275,
,5.248887297,
,5.623184694,
,2.927687789,
,5.259178574,
,3.264446431,
,2.368794174,
,4.104266479,
,3.688366697,
,4.82672326,
,3.406974513,
,4.264828701,
,3.926443996,
,4.457561332,
,5.29237506,
,4.41525727,
,3.591072438,
,4.737752528,
,4.718489943,
,4.476691717,
,3.341893374,
,4.800386947,
,4.961276619,
,1.593755273,
,3.671932179,
,4.601197862,
,2.387139493,
,3.031780189,
,6.150130606,
,4.043928276,
,3.243031017,
,6.565589042,
,1.2846102,
,2.388477766,
,3.848317748,
,3.043411772,
,4.440039722,
,4.569886754,
,4.089965468,
,4.509278049,
,5.337310923,
,4.86153869,
,3.938664378,
,3.331559386,
,4.410007905,
,3.681643809,
,4.030262843,
,4.494120788,
,4.006234949,
,5.191406652,
,5.136384931,
,4.56227609,
,3.99314713,
,4.49132933,
,3.823234286,
,1.473741902,
,2.775936201,
,3.916068314,
,3.423422251,
,3.706094743,
,4.511977984,
,4.100557755,
,3.756277938,
,4.561124932,
,4.095103988,
,5.142950196,
,3.735072009,
,5.927497341,
,2.681648988,
,4.293429705,
,5.437860358,
,3.439981851,
,3.248806131,
,4.568273911,
,2.548090181,
,3.575443324,
,3.971287319,
,2.81950125,
,3.310993103,
,4.267119832,
,4.975816607,
,4.61321791,
,4.770300217,
,4.654132854,
,3.147384175,
,2.819901918,
,2.427149374,
,4.473296206,
,4.814711347,
,5.55911031,
,3.446313224,
,2.233148638,
,4.912822197,
,3.566049992,
,4.371832556,
,3.589077232,
,4.432443295,
,3.418587792,
,3.887320873,
,3.866732218,
,3.932056402,
,3.475875221,
,3.699985061,
,5.014490249,
,5.589349579,
,2.894218767,
,2.332018113,
,3.130521532,
,3.980536248,
,4.112188321,
,3.849655004,
,6.068028183,
,4.267337454,
,4.590304566,
,4.288276948,
,2.655477416,
,4.502573465,
,5.375335767,
,3.147288584,
,4.768612122,
,6.033859517,
,3.855286732,
,4.04267034,
,4.528843678,
,3.499460753,
,3.789476458,
,4.473640944,
,2.796768918,
,3.626233622,
,4.561120864,
,4.068565307,
,3.111433857,
,3.689805645,
,5.114490544,
,2.515650287,
,6.09341062,
,5.352605469,
,3.405578276,
,3.979243737,
,5.21710637,
,3.183104668,
,5.080468315,
,4.644653083,
,5.341431502,
,2.945321261,
,3.283379533,
,2.199110138,
,3.818535077,
,4.151843295,
,2.683149968,
,2.864077122,
,3.866272568,
,3.910998945,
,2.731327787,
,2.715553253,
,4.114545552,
,4.137254495,
,4.954837453,
,3.458806142,
,3.394787689,
,2.478996257,
,2.512225285,
,4.579870919,
,3.916492372,
,2.961693747,
,3.694965521,
,4.346004706,
,2.833817514,
,3.331890904,
,4.885769969,
,4.967943577,
,2.819800226,
,4.827894757,
,3.717215831,
,5.249257458,
,3.989771957,
,5.729733984,
,4.561473737,
,4.599568749,
,4.212740807,
,5.510306065,
,4.972814645,
,2.553894786,
,6.209421377,
,4.623588507,
,4.744895407,
,4.410880426,
,4.424980086,
,3.078263811,
,3.041528428,
,4.437449615,
,2.588612591,
,3.641310546,
,2.780127964,
,3.750133679,
,3.743981286,
,2.607303665,
,2.471662197,
,4.191930462,
,4.457606077,
,2.791627347,
,3.732095471,
,3.429438377,
,4.636151593,
,4.163784024,
,4.746229612,
,4.137784313,
,2.942475906,
,3.950024443,
,1.691803074,
,3.757385369,
,3.968118582,
,3.290451227,
,4.701699501,
,2.70446064,
,4.224506624,
,1.797888646,
,3.997508719,
,4.688586259,
,5.530742182,
,4.095278899,
,4.321698174,
,4.181335125,
,2.682047622,
,3.48382147,
,5.244884682,
,5.578431877,
,3.55012597,
,5.30216601,
,3.19914767,
,3.979311871,
,3.254838528,
,3.83929661,
,4.914463513,
,3.470505859,
,4.829125236,
,4.369186518,
,2.404105863,
,5.802228503,
,2.719397228,
,3.245458416,
,4.970949606,
,4.961935586,
,3.947264509,
,5.183535656,
,5.240446823,
,3.357604859,
,3.449414844,
,4.468603099,
,4.237674781,
,4.311790278,
,5.334199134,
,4.813464597,
,4.126550347,
,2.682076096,
,3.604221273,
,3.70045793,
